Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-March-2019,384.00,393.15,384.00,391.85,388.956451734981043534,1743996,11150,678338496.00,732248,41.99,9.15,7.85
12-March-2019,378.50,389.00,377.15,388.20,385.721728833474428238,3821305,13017,1473960371.00,2005683,52.49,11.85,9.70
11-March-2019,370.80,378.20,370.15,375.90,375.842655790398875228,1227627,4661,461394592.00,745849,60.76,8.05,5.10
8-March-2019,370.40,373.20,367.75,370.15,371.074713559040194894,1996572,4583,740877383.00,1560626,78.17,5.45,-0.25
7-March-2019,372.00,373.95,368.45,370.40,370.652661835582546516,1104238,9591,409288754.00,486068,44.02,5.50,-1.60
6-March-2019,364.15,372.65,364.15,371.60,370.330345630499364754,2540748,18191,940916085.00,1272927,50.10,8.50,7.45
5-March-2019,355.00,363.35,352.85,362.35,357.213732485911985540,1596215,8510,570189918.00,759874,47.60,10.50,7.35
1-March-2019,351.80,354.90,350.10,353.50,351.725921474614954439,2973739,10713,1045941090.00,1772727,59.61,4.80,1.70
28-February-2019,348.25,350.90,345.00,348.80,347.915600702282417858,1140282,4559,396721897.00,715201,62.72,5.90,0.55
27-February-2019,350.55,354.60,343.35,345.80,347.177621924348260534,1595231,6861,553828505.00,902659,56.58,11.25,-4.75
26-February-2019,352.10,352.50,346.80,348.10,349.521374551740996388,1984065,5428,693473126.00,1378279,69.47,5.70,-4.00
25-February-2019,353.45,357.40,352.75,355.50,355.610046784953151994,792990,5659,281995211.00,518604,65.40,4.65,2.05
22-February-2019,351.95,353.95,351.40,351.75,352.133006879248535163,784388,3997,276208905.00,463629,59.11,2.55,-0.20
21-February-2019,346.00,354.70,346.00,350.40,351.376245124531626951,1173477,9096,412331942.00,570097,48.58,8.70,4.40
20-February-2019,344.15,347.65,342.35,345.20,344.728493108456724078,888843,4279,306409508.00,382822,43.07,5.30,1.05
19-February-2019,340.30,350.40,339.85,343.35,345.978288272193107829,806016,5959,278864036.00,164688,20.43,10.55,3.05
18-February-2019,341.55,343.05,337.20,338.55,339.843792998705042872,938255,5272,318860138.00,582772,62.11,5.85,-3.00
15-February-2019,344.35,347.70,340.55,342.00,343.294173644321484947,1198588,7715,411468277.00,612333,51.09,7.15,-2.35
14-February-2019,340.70,346.50,336.25,343.10,342.648852838956136819,2089201,8203,715862326.00,1154492,55.26,10.25,2.40
13-February-2019,345.80,347.10,339.00,340.00,340.867411343750168821,1665957,7666,567870450.00,1342033,80.56,8.10,-5.80
12-February-2019,349.85,352.00,343.25,344.45,348.689283949202438168,977291,7385,340770899.00,602305,61.63,8.75,-5.40
11-February-2019,355.00,355.00,348.60,349.30,350.732394513657400810,1719251,7697,602997020.00,1022385,59.47,6.40,-5.70
8-February-2019,353.10,357.80,350.80,354.90,354.561096566529924698,339569,5140,120397957.00,69360,20.43,7.00,1.80
7-February-2019,359.00,361.55,356.50,358.75,359.496929931709251704,978317,8068,351701958.00,375992,38.43,5.05,-0.25
6-February-2019,353.00,361.50,353.00,358.90,358.708652674475126349,600716,5232,215482027.00,108679,18.09,8.50,5.90
5-February-2019,354.95,355.50,348.90,352.35,351.939348939370426519,418855,4042,147411556.00,72324,17.27,6.60,-2.60
4-February-2019,351.60,356.70,346.00,354.60,352.573810861641137831,902313,7183,318131933.00,305933,33.91,10.70,3.00
1-February-2019,364.00,365.70,348.70,354.50,357.565466829848944624,1192940,11958,426554148.00,206359,17.30,17.00,-9.50
31-January-2019,372.70,376.60,354.10,364.25,366.779085610584795447,2786034,26523,1021859003.00,599495,21.52,22.50,-8.45
30-January-2019,351.00,368.05,351.00,365.25,362.085179888761841072,3349570,18448,1212829656.00,1197247,35.74,17.05,14.25
29-January-2019,344.85,350.50,341.60,346.90,344.832281528207020619,693728,6898,239219809.00,106773,15.39,8.90,2.05
28-January-2019,354.20,354.90,336.85,343.45,344.132962588166304764,1647313,9025,566894703.00,386362,23.45,18.05,-10.75
25-January-2019,361.25,364.45,354.50,357.10,359.740160444663461325,2252490,7457,810311114.00,1499428,66.57,9.95,-4.15
24-January-2019,365.00,368.45,361.70,365.00,365.516905750213649127,1638200,5292,598789795.00,1058675,64.62,6.75,0.00
23-January-2019,369.70,373.50,366.40,367.65,370.305493925806401563,257812,2403,95469200.00,59212,22.97,7.10,-2.05
22-January-2019,369.10,372.50,366.15,369.00,367.967845758823440040,1645475,6083,605481891.00,1113232,67.65,6.35,-0.10
21-January-2019,372.00,376.20,370.25,371.25,372.371992699311483338,3200794,16602,1191886040.00,2582540,80.68,5.95,-0.75
18-January-2019,374.20,376.50,370.05,371.90,372.757037345707259036,2567765,6052,957152474.00,1677335,65.32,6.45,-2.30
