Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-September-2019,21.40,21.40,21.40,21.40,21.400000000000000000,10,1,214.00,10,100.00,0.00,0.00
30-August-2019,22.50,22.50,22.50,22.50,22.500000000000000000,10,1,225.00,10,100.00,0.00,0.00
29-August-2019,23.65,23.65,23.65,23.65,23.600000000000000000,10,1,236.00,10,100.00,0.00,0.00
28-August-2019,26.15,26.15,24.85,24.85,24.909090909090909090,11,2,274.00,11,100.00,1.30,-1.30
23-August-2019,26.15,26.15,26.15,26.15,26.150000000000000000,100,1,2615.00,100,100.00,0.00,0.00
7-August-2019,27.50,27.50,27.50,27.50,27.500000000000000000,30,1,825.00,30,100.00,0.00,0.00
27-June-2019,27.45,27.45,27.45,27.45,27.400000000000000000,10,1,274.00,10,100.00,0.00,0.00
11-June-2019,27.50,27.50,27.50,27.50,27.500000000000000000,4,1,110.00,4,100.00,0.00,0.00
7-May-2019,28.90,28.90,28.90,28.90,28.900000000000000000,57900,7,1673310.00,57900,100.00,0.00,0.00
3-April-2019,28.25,28.25,28.25,28.25,28.233333333333333333,30,2,847.00,30,100.00,0.00,0.00
1-April-2019,28.35,28.35,28.35,28.35,28.000000000000000000,2,1,56.00,2,100.00,0.00,0.00
29-March-2019,28.35,28.35,28.35,28.35,28.272727272727272727,11,2,311.00,11,100.00,0.00,0.00
27-March-2019,27.00,27.00,27.00,27.00,27.000000000000000000,25,1,675.00,25,100.00,0.00,0.00
14-March-2019,26.20,27.50,26.20,27.50,27.000000000000000000,3,2,81.00,3,100.00,1.30,1.30
8-March-2019,29.00,29.00,27.55,27.55,28.750000000000000000,12,2,345.00,12,100.00,1.45,-1.45
30-January-2019,29.00,29.00,29.00,29.00,29.000000000000000000,20,1,580.00,20,100.00,0.00,0.00
15-January-2019,29.00,29.00,29.00,29.00,29.000000000000000000,5,1,145.00,5,100.00,0.00,0.00
