Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-July-2019,209.10,209.10,209.10,209.10,209.000000000000000000,3,1,627.00,3,100.00,0.00,0.00
27-June-2019,200.00,200.00,200.00,200.00,200.000000000000000000,1,1,200.00,1,100.00,0.00,0.00
26-June-2019,211.95,211.95,198.00,210.00,200.272727272727272727,11,3,2203.00,11,100.00,13.95,-1.95
24-June-2019,207.90,207.90,207.90,207.90,207.750000000000000000,4,4,831.00,4,100.00,0.00,0.00
21-June-2019,202.95,202.95,202.95,202.95,202.875000000000000000,8,4,1623.00,8,100.00,0.00,0.00
20-June-2019,180.05,193.95,176.85,193.95,179.000000000000000000,32,4,5728.00,30,93.75,17.10,13.90
19-June-2019,185.50,185.50,185.00,185.05,185.157894736842105263,171,10,31662.00,171,100.00,0.50,-0.45
14-June-2019,194.25,194.25,194.25,194.25,194.000000000000000000,2,1,388.00,2,100.00,0.00,0.00
13-June-2019,199.65,199.65,185.00,185.00,186.500000000000000000,20,5,3730.00,18,90.00,14.65,-14.65
12-June-2019,190.15,190.15,190.15,190.15,190.133333333333333333,15,3,2852.00,15,100.00,0.00,0.00
11-June-2019,200.00,200.00,200.00,200.00,200.000000000000000000,1,1,200.00,1,100.00,0.00,0.00
7-June-2019,200.00,200.00,200.00,200.00,200.000000000000000000,10,1,2000.00,10,100.00,0.00,0.00
6-June-2019,200.00,200.00,200.00,200.00,200.000000000000000000,150,1,30000.00,150,100.00,0.00,0.00
4-June-2019,199.90,199.90,199.90,199.90,199.666666666666666666,3,1,599.00,3,100.00,0.00,0.00
3-June-2019,203.00,203.00,191.00,191.00,191.690000000000000000,100,7,19169.00,100,100.00,12.00,-12.00
27-May-2019,199.95,200.95,199.95,200.95,200.256944444444444444,144,5,28837.00,144,100.00,1.00,1.00
24-May-2019,190.00,199.95,190.00,191.40,190.226950354609929078,141,5,26822.00,141,100.00,9.95,1.40
23-May-2019,191.00,191.00,191.00,191.00,191.000000000000000000,40,4,7640.00,40,100.00,0.00,0.00
17-May-2019,199.25,199.30,199.25,199.30,199.266666666666666666,75,3,14945.00,75,100.00,0.05,0.05
14-May-2019,189.85,189.90,189.00,189.90,189.612500000000000000,160,5,30338.00,160,100.00,0.90,0.05
13-May-2019,181.05,181.05,181.05,181.05,181.000000000000000000,2,1,362.00,2,100.00,0.00,0.00
10-May-2019,190.45,190.45,190.45,190.45,190.450000000000000000,100,2,19045.00,100,100.00,0.00,0.00
7-May-2019,200.45,200.45,200.45,200.45,200.000000000000000000,1,1,200.00,1,100.00,0.00,0.00
6-May-2019,190.05,196.00,190.00,192.00,191.715662650602409638,415,7,79562.00,405,97.59,6.00,1.95
3-May-2019,203.70,203.75,196.00,196.00,203.267861193014288954,4409,22,896208.00,4294,97.39,7.75,-7.70
2-May-2019,189.90,194.05,189.90,194.05,190.500000000000000000,6,2,1143.00,6,100.00,4.15,4.15
30-April-2019,199.80,199.80,194.00,199.80,194.354166666666666666,96,3,18658.00,96,100.00,5.80,0.00
26-April-2019,184.00,199.50,184.00,199.50,191.500000000000000000,2,2,383.00,1,50.00,15.50,15.50
25-April-2019,190.05,190.05,190.00,190.00,190.004285714285714285,700,10,133003.00,700,100.00,0.05,-0.05
23-April-2019,210.00,210.00,200.00,200.00,200.243902439024390243,1025,4,205250.00,1020,99.51,10.00,-10.00
22-April-2019,200.95,200.95,200.95,200.95,200.944827586206896551,145,2,29137.00,145,100.00,0.00,0.00
16-April-2019,211.60,211.60,211.50,211.50,211.532467532467532467,77,9,16288.00,77,100.00,0.10,-0.10
12-April-2019,222.60,222.60,222.60,222.60,222.600000000000000000,25,1,5565.00,25,100.00,0.00,0.00
9-April-2019,212.35,212.35,202.00,212.35,204.162337662337662337,154,5,31441.00,123,79.87,10.35,0.00
8-April-2019,212.00,212.00,202.10,202.25,206.920189274447949526,3170,12,655937.00,90,2.84,9.90,-9.75
5-April-2019,210.00,212.10,210.00,212.10,212.008635578583765112,1158,12,245506.00,1156,99.83,2.10,2.10
4-April-2019,202.05,202.05,202.00,202.00,202.000000000000000000,200,2,40400.00,200,100.00,0.05,-0.05
3-April-2019,204.45,204.45,204.25,204.25,204.273333333333333333,300,7,61282.00,300,100.00,0.20,-0.20
29-March-2019,215.00,215.00,215.00,215.00,215.000000000000000000,144,2,30960.00,144,100.00,0.00,0.00
28-March-2019,215.10,215.10,215.10,215.10,215.100000000000000000,50,1,10755.00,50,100.00,0.00,0.00
27-March-2019,214.25,214.25,214.25,214.25,214.248780487804878048,615,6,131763.00,615,100.00,0.00,0.00
26-March-2019,214.00,219.00,214.00,214.60,214.309803921568627450,510,9,109298.00,510,100.00,5.00,0.60
25-March-2019,220.00,221.50,206.00,213.75,216.325466520307354555,1822,27,394145.00,1491,81.83,15.50,-6.25
22-March-2019,218.00,220.00,211.00,211.05,219.724274406332453825,758,12,166551.00,753,99.34,9.00,-6.95
20-March-2019,199.25,219.00,199.25,219.00,207.614678899082568807,327,11,67890.00,327,100.00,19.75,19.75
19-March-2019,210.00,210.00,208.05,209.70,209.666666666666666666,30,3,6290.00,30,100.00,1.95,-0.30
18-March-2019,228.95,228.95,218.35,218.35,220.305084745762711864,59,6,12998.00,59,100.00,10.60,-10.60
12-March-2019,229.80,229.80,229.80,229.80,229.800000000000000000,20,2,4596.00,20,100.00,0.00,0.00
11-March-2019,241.85,241.85,241.85,241.85,241.818181818181818181,22,4,5320.00,22,100.00,0.00,0.00
8-March-2019,254.55,254.55,254.55,254.55,254.550000000000000000,20,2,5091.00,20,100.00,0.00,0.00
7-March-2019,267.90,267.90,267.90,267.90,267.800000000000000000,5,1,1339.00,5,100.00,0.00,0.00
18-February-2019,262.95,262.95,262.95,262.95,262.000000000000000000,1,1,262.00,1,100.00,0.00,0.00
13-February-2019,254.75,254.75,254.75,254.75,254.000000000000000000,1,1,254.00,1,100.00,0.00,0.00
11-February-2019,258.65,258.65,244.90,244.90,251.500000000000000000,2,2,503.00,1,50.00,13.75,-13.75
8-February-2019,246.95,246.95,246.95,246.95,246.000000000000000000,1,1,246.00,1,100.00,0.00,0.00
4-February-2019,238.00,238.00,238.00,238.00,238.000000000000000000,1,1,238.00,1,100.00,0.00,0.00
29-January-2019,229.45,229.45,229.45,229.45,229.450000000000000000,100,1,22945.00,100,100.00,0.00,0.00
25-January-2019,216.00,235.00,216.00,235.00,225.250000000000000000,100,4,22525.00,0,0.00,19.00,19.00
15-January-2019,206.15,226.95,206.15,226.95,206.400000000000000000,80,5,16512.00,80,100.00,20.80,20.80
4-January-2019,217.00,217.00,217.00,217.00,217.000000000000000000,21,5,4557.00,21,100.00,0.00,0.00
31-December-2018,216.00,226.80,216.00,226.80,217.863636363636363636,220,5,47930.00,220,100.00,10.80,10.80
28-December-2018,206.10,227.00,206.10,227.00,207.828009828009828009,407,9,84586.00,386,94.84,20.90,20.90
