Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-October-2019,118.00,118.90,116.00,118.90,118.370277924446791148,20833,1183,2466008.00,4735,22.73,2.90,0.90
3-October-2019,116.50,118.85,116.50,118.85,118.291727251855820004,26134,1761,3091436.00,8634,33.04,2.35,2.35
1-October-2019,116.75,118.40,116.75,118.10,117.934416649386393198,53047,572,6256067.00,22127,41.71,1.65,1.35
30-September-2019,140.00,140.00,117.00,118.85,118.467860287643087760,47698,1779,5650680.00,16898,35.43,23.00,-21.15
27-September-2019,118.70,119.35,117.85,119.20,118.739507688466260221,48059,1377,5706502.00,18381,38.25,1.50,0.50
26-September-2019,118.20,119.75,115.40,118.50,118.291233450519859376,53476,1252,6325742.00,33085,61.87,4.35,0.30
25-September-2019,116.00,118.30,116.00,118.20,117.645913048500512583,69257,1270,8147803.00,49662,71.71,2.30,2.20
24-September-2019,135.00,135.00,115.00,117.25,117.444960762464733635,42179,1938,4953711.00,13425,31.83,20.00,-17.75
23-September-2019,114.25,119.00,113.00,116.00,114.730147422578411002,50535,1428,5797888.00,14145,27.99,6.00,1.75
20-September-2019,105.00,114.40,104.00,114.25,109.381645944345766725,50670,2145,5542368.00,15123,29.85,10.40,9.25
19-September-2019,104.50,105.35,104.00,105.30,105.065779439620181545,40651,1717,4271029.00,10171,25.02,1.35,0.80
18-September-2019,104.50,105.30,104.20,105.05,104.819386463411349618,37129,2019,3891839.00,6340,17.08,1.10,0.55
17-September-2019,104.50,105.00,104.00,104.90,104.650181863271885591,48388,1215,5063813.00,21748,44.94,1.00,0.40
16-September-2019,104.00,106.05,104.00,105.80,105.670667733617853649,33741,2457,3565434.00,5748,17.04,2.05,1.80
13-September-2019,107.00,107.85,105.40,106.80,107.542848202761372081,25567,2046,2749548.00,6647,26.00,2.45,-0.20
12-September-2019,119.90,119.90,91.30,107.80,107.358397897066961815,28912,1525,3103946.00,14091,48.74,28.60,-12.10
11-September-2019,107.50,107.85,104.90,107.80,107.261506565307532826,21705,1127,2328111.00,5286,24.35,2.95,0.30
9-September-2019,120.00,120.00,104.30,107.90,107.484570761679195414,29133,562,3131348.00,14372,49.33,15.70,-12.10
6-September-2019,107.15,107.90,104.50,107.85,107.326034986529047926,26353,160,2828363.00,10940,41.51,3.40,0.70
5-September-2019,104.45,107.20,104.40,107.15,107.059932352829399916,26313,138,2817068.00,8560,32.53,2.80,2.70
4-September-2019,107.35,107.40,106.75,107.30,107.132092851879145173,27140,244,2907565.00,9790,36.07,0.65,-0.05
3-September-2019,105.50,109.00,105.00,107.75,107.508997690296708038,39399,179,4235747.00,23339,59.24,4.00,2.25
30-August-2019,108.90,108.90,106.05,108.10,107.874820608495981630,27872,178,3006687.00,7993,28.68,2.85,-0.80
29-August-2019,106.95,107.40,101.35,107.20,106.516312496768522827,38682,1298,4120264.00,20258,52.37,6.05,0.25
28-August-2019,95.35,106.50,95.35,106.45,105.715145559513573271,32564,264,3442508.00,13297,40.83,11.15,11.10
27-August-2019,98.50,106.00,96.25,105.95,104.805807082429962164,23523,74,2465347.00,11013,46.82,9.75,7.45
26-August-2019,105.00,105.80,102.00,103.05,104.302339040270074752,20735,38,2162709.00,3394,16.37,3.80,-1.95
23-August-2019,118.00,118.00,96.25,105.30,104.717905608262279332,33308,331,3487944.00,13758,41.31,21.75,-12.70
22-August-2019,106.40,106.40,100.80,105.50,104.279996661241183590,23961,48,2498653.00,6556,27.36,5.60,-0.90
21-August-2019,106.40,106.40,103.90,106.10,105.389410074374577417,23664,56,2493935.00,11662,49.28,2.50,-0.30
20-August-2019,104.95,105.70,102.90,105.65,104.268405114401076716,29720,54,3098857.00,13201,44.42,2.80,0.70
19-August-2019,110.00,124.90,104.85,104.95,105.230801248699271592,14415,83,1516902.00,2363,16.39,20.05,-5.05
16-August-2019,101.35,104.90,101.35,104.85,104.119638379305793849,30308,61,3155658.00,14809,48.86,3.55,3.50
14-August-2019,101.05,104.20,101.05,103.75,103.404250812032198841,28324,51,2928822.00,15316,54.07,3.15,2.70
13-August-2019,105.40,105.40,102.50,103.65,103.671323551840893145,32783,94,3398657.00,17283,52.72,2.90,-1.75
9-August-2019,101.00,104.90,100.35,104.00,103.752209474666520283,18217,36,1890054.00,4216,23.14,4.55,3.00
8-August-2019,104.35,104.70,101.10,104.70,104.003507109004739336,21100,34,2194474.00,10099,47.86,3.60,0.35
7-August-2019,104.65,104.80,102.55,104.45,104.206508500998684659,20527,50,2139047.00,12512,60.95,2.25,-0.20
6-August-2019,120.00,120.00,85.35,104.65,104.153991450442389899,30177,108,3143055.00,15817,52.41,34.65,-15.35
5-August-2019,104.00,104.50,101.50,104.35,103.706515495841969882,40043,61,4152720.00,28850,72.05,3.00,0.35
2-August-2019,100.00,104.90,82.20,104.85,103.064802748489515460,8441,51,869970.00,2293,27.16,22.70,4.85
1-August-2019,103.90,105.40,100.00,101.20,102.343150144622666316,15212,31,1556844.00,7605,49.99,5.40,-2.70
31-July-2019,105.90,105.90,86.00,105.00,104.418431972046298318,27474,50,2868792.00,17261,62.83,19.90,-0.90
30-July-2019,102.30,104.90,102.00,104.00,104.337516087516087516,15540,40,1621405.00,7390,47.55,2.90,1.70
29-July-2019,103.40,104.20,99.35,104.10,103.637692279586393364,27369,84,2836460.00,15961,58.32,4.85,0.70
26-July-2019,85.20,105.40,85.20,103.00,104.118580765639589169,10710,33,1115110.00,607,5.67,20.20,17.80
25-July-2019,104.10,105.40,104.00,104.15,104.672128858060611703,21481,32,2248462.00,11470,53.40,1.40,0.05
24-July-2019,105.00,105.40,103.90,104.85,104.642779150623527383,17401,22,1820889.00,6000,34.48,1.50,-0.15
23-July-2019,105.00,105.40,104.00,105.20,104.795866141732283464,25400,80,2661815.00,15240,60.00,1.40,0.20
22-July-2019,125.00,125.00,103.00,104.85,104.459287296898079763,10832,46,1131503.00,2141,19.77,22.00,-20.15
19-July-2019,104.10,105.10,103.65,104.50,104.185994536876086416,12081,48,1258671.00,2041,16.89,1.45,0.40
18-July-2019,104.40,105.40,104.00,104.85,104.911136272325504949,27379,90,2872362.00,17302,63.19,1.40,0.45
17-July-2019,104.40,124.00,103.50,104.80,104.602995720399429386,14020,105,1466534.00,3092,22.05,20.50,0.40
16-July-2019,104.40,104.50,103.00,104.50,104.332287759972724173,14665,231,1530033.00,5665,38.63,1.50,0.10
15-July-2019,100.00,108.80,100.00,104.40,102.396519376334346897,15457,275,1582743.00,6409,41.46,8.80,4.40
12-July-2019,99.90,100.85,94.10,100.50,99.170520774581688287,26595,45,2637440.00,19390,72.91,6.75,0.60
11-July-2019,99.00,99.90,99.00,99.90,99.116906474820143884,5004,8,495981.00,3,0.06,0.90,0.90
10-July-2019,100.00,100.00,98.00,98.90,98.710479977279182050,35210,86,3475596.00,22879,64.98,2.00,-1.10
9-July-2019,87.00,99.05,87.00,99.00,96.745818218460298266,39696,80,3840422.00,24559,61.87,12.05,12.00
8-July-2019,98.90,99.15,80.00,99.00,98.748099541021227768,27888,52,2753887.00,21582,77.39,19.15,0.10
5-July-2019,98.00,99.50,89.90,99.25,98.379781420765027322,24156,133,2376462.00,17109,70.83,9.60,1.25
4-July-2019,96.40,99.85,92.50,96.35,98.330835373499731295,33494,86,3293493.00,26199,78.22,7.35,-0.05
3-July-2019,76.00,102.00,76.00,95.50,94.164679889014489774,19462,47,1832633.00,13302,68.35,26.00,19.50
2-July-2019,90.00,94.80,90.00,91.85,92.921823568136932192,6076,22,564593.00,67,1.10,4.80,1.85
1-July-2019,88.00,93.25,86.90,92.80,91.273162351208737268,16298,74,1487570.00,11303,69.35,6.35,4.80
28-June-2019,88.05,89.00,87.10,88.00,88.269649446494464944,10840,29,956843.00,3276,30.22,1.90,-0.05
27-June-2019,77.00,88.05,77.00,88.05,87.855399341908465450,16715,37,1468503.00,14302,85.56,11.05,11.05
26-June-2019,71.00,88.00,71.00,87.00,86.685708393483192410,4849,19,420339.00,1832,37.78,17.00,16.00
25-June-2019,85.00,88.00,84.85,87.70,85.773178094006037084,4638,19,397816.00,1537,33.14,3.15,2.70
24-June-2019,87.75,87.75,81.05,85.50,87.066294227188081936,2685,14,233773.00,651,24.25,6.70,-2.25
21-June-2019,87.00,87.90,85.25,87.50,87.126614660644916779,31663,39,2758690.00,13650,43.11,2.65,0.50
20-June-2019,84.90,88.00,80.10,87.90,84.440637367215163507,19204,52,1621598.00,5404,28.14,7.90,3.00
19-June-2019,82.45,87.90,82.35,86.20,85.450960307298335467,15620,17,1334744.00,0,0.00,5.55,3.75
18-June-2019,83.90,89.70,83.50,87.50,86.614178519431067308,17858,43,1546756.00,7353,41.17,6.20,3.60
17-June-2019,84.80,86.70,82.50,84.00,83.667154811715481171,19120,59,1599716.00,4099,21.44,4.20,-0.80
14-June-2019,85.00,85.00,80.45,84.80,81.390469323544834819,15256,97,1241693.00,521,3.42,4.55,-0.20
13-June-2019,81.95,84.50,66.50,84.50,80.649237839049540461,17844,43,1439105.00,3130,17.54,18.00,2.55
12-June-2019,82.65,85.00,81.00,81.90,82.811085714285714285,17500,34,1449194.00,2450,14.00,4.00,-0.75
11-June-2019,95.00,95.00,69.10,85.00,82.582080998471726948,15704,49,1296869.00,674,4.29,25.90,-10.00
10-June-2019,86.00,93.85,81.75,85.50,84.214018356150335845,19503,56,1642426.00,3924,20.12,12.10,-0.50
7-June-2019,74.00,80.00,74.00,80.00,76.671105034773821553,16823,35,1289838.00,2816,16.74,6.00,6.00
6-June-2019,75.20,79.00,72.00,73.65,74.824708989533405067,10223,28,764933.00,124,1.21,7.00,-1.55
4-June-2019,81.85,82.00,75.00,75.20,80.086506589053278357,12369,54,990590.00,1771,14.32,7.00,-6.65
3-June-2019,80.10,86.40,77.50,78.30,80.535994948077462812,14252,98,1147799.00,4398,30.86,8.90,-1.80
31-May-2019,88.95,89.50,78.00,81.45,84.872458323550129138,21295,145,1807359.00,6021,28.27,11.50,-7.50
30-May-2019,84.50,86.45,80.00,81.40,82.528065843621399176,12150,38,1002716.00,3552,29.23,6.45,-3.10
29-May-2019,86.90,87.00,77.00,78.60,80.377982708933717579,17350,80,1394558.00,3915,22.56,10.00,-8.30
28-May-2019,74.00,80.00,73.00,79.50,74.495713446858485026,17030,37,1268662.00,3427,20.12,7.00,5.50
27-May-2019,76.00,80.00,72.05,73.15,74.056048335261601748,15558,36,1152164.00,2758,17.73,7.95,-2.85
24-May-2019,75.80,76.80,71.30,72.85,75.276547455295735900,14540,31,1094521.00,140,0.96,5.50,-2.95
23-May-2019,81.50,81.50,67.95,74.00,73.701685257032007759,16496,25,1215783.00,2270,13.76,13.55,-7.50
22-May-2019,74.00,79.90,73.00,74.30,75.018683323199380907,18091,51,1357163.00,913,5.05,6.90,0.30
21-May-2019,71.00,77.35,71.00,75.10,73.189285714285714285,17640,81,1291059.00,5487,31.11,6.35,4.10
20-May-2019,73.50,73.70,67.50,70.35,69.832546005781569484,14183,97,990435.00,4242,29.91,6.20,-3.15
17-May-2019,73.00,73.00,63.00,67.00,67.725422365245374094,12430,39,841827.00,4348,34.98,10.00,-6.00
16-May-2019,72.70,72.75,66.90,66.95,67.486588690528537507,11371,40,767390.00,3585,31.53,5.85,-5.75
15-May-2019,72.00,72.00,65.10,66.30,66.232949338918706636,15278,45,1011907.00,5726,37.48,6.90,-5.70
14-May-2019,71.85,71.85,60.00,65.65,65.674838588939833442,10687,68,701867.00,2867,26.83,11.85,-6.20
13-May-2019,65.10,71.40,65.10,65.45,65.240518962075848303,4008,10,261484.00,3980,99.30,6.30,0.35
10-May-2019,63.50,69.85,60.00,65.00,64.414293690675600223,10746,45,692196.00,2901,27.00,9.85,1.50
9-May-2019,63.15,69.45,63.15,63.50,63.708830309712338378,9977,31,635623.00,2881,28.88,6.30,0.35
8-May-2019,62.50,68.00,62.50,63.15,63.677143371757925072,11104,21,707071.00,3056,27.52,5.50,0.65
7-May-2019,63.00,68.70,62.50,62.75,63.478779034415663383,8223,19,521986.00,2700,32.83,6.20,-0.25
6-May-2019,64.00,68.95,62.45,62.50,64.529918996603083355,15308,30,987824.00,2700,17.64,6.50,-1.50
3-May-2019,61.00,66.80,60.85,63.05,62.829996796925048046,12488,24,784621.00,4235,33.91,5.95,2.05
2-May-2019,65.00,65.00,59.95,60.75,60.806005160684963640,12789,39,777648.00,3464,27.09,5.05,-4.25
30-April-2019,60.00,65.00,59.80,60.75,60.354721059030122923,14806,29,893612.00,3485,23.54,5.20,0.75
26-April-2019,54.00,60.00,54.00,59.25,58.686843464783881522,11614,70,681589.00,2969,25.56,6.00,5.25
25-April-2019,58.65,58.90,55.00,55.10,58.476621274164365298,10501,111,614063.00,2535,24.14,3.90,-3.55
24-April-2019,58.00,58.50,57.50,58.45,58.055503355704697986,14900,104,865027.00,6000,40.27,1.00,0.45
23-April-2019,58.00,60.20,55.05,57.25,57.999459834863801219,12959,127,751615.00,3562,27.49,5.15,-0.75
22-April-2019,58.80,63.00,56.05,57.00,59.302879602149675142,12467,90,739329.00,2879,23.09,6.95,-1.80
18-April-2019,53.35,62.90,53.35,57.95,58.221817336021088540,12898,39,750945.00,2774,21.51,9.55,4.60
16-April-2019,62.60,63.00,52.25,57.25,57.841815377836527869,13617,164,787632.00,2606,19.14,10.75,-5.35
15-April-2019,57.30,58.65,57.30,57.40,58.217832194095996394,13313,152,775054.00,3681,27.65,1.35,0.10
12-April-2019,57.00,57.40,57.00,57.30,57.226708289975719736,14415,28,824923.00,0,0.00,0.40,0.30
11-April-2019,58.10,59.00,56.50,56.50,58.121318373071528751,4278,19,248643.00,234,5.47,2.50,-1.60
10-April-2019,55.50,56.90,55.50,56.65,56.127957931638913234,12551,129,704462.00,2551,20.32,1.40,1.15
9-April-2019,56.00,56.85,53.00,56.65,55.382882419504166238,19442,25,1076754.00,10050,51.69,3.85,0.65
8-April-2019,54.00,58.15,54.00,56.00,56.064722278876878101,14709,56,824656.00,2701,18.36,4.15,2.00
5-April-2019,55.00,55.10,53.10,53.10,54.976937269372693726,11924,177,655545.00,2549,21.38,2.00,-1.90
4-April-2019,56.00,56.20,53.50,53.50,54.401526162790697674,11008,23,598852.00,1000,9.08,2.70,-2.50
3-April-2019,53.50,53.55,53.45,53.55,53.499851588008311071,3369,13,180241.00,0,0.00,0.10,0.05
2-April-2019,53.95,54.15,53.45,53.50,53.655381227635562895,10899,46,584790.00,2499,22.93,0.70,-0.45
1-April-2019,50.00,55.00,50.00,53.50,52.457215189873417721,9875,54,518015.00,1223,12.38,5.00,3.50
29-March-2019,53.35,55.00,51.00,52.55,53.113313609467455621,10140,99,538569.00,2983,29.42,4.00,-0.80
28-March-2019,53.50,55.25,53.00,53.20,54.162860351928116810,10684,22,578676.00,2534,23.72,2.25,-0.30
27-March-2019,53.50,56.50,51.85,53.35,53.540570664288898796,4486,105,240183.00,250,5.57,4.65,-0.15
26-March-2019,53.65,56.20,53.45,54.35,54.234472648715376899,12961,93,702933.00,5604,43.24,2.75,0.70
25-March-2019,52.20,54.85,52.15,53.55,53.913765947393290281,12698,137,684597.00,4945,38.94,2.70,1.35
22-March-2019,55.45,57.00,54.50,54.65,54.796912244673438703,27269,119,1494257.00,18774,68.85,2.50,-0.80
20-March-2019,52.50,55.55,52.40,54.30,54.106694686280396277,16655,110,901147.00,8850,53.14,3.15,1.80
19-March-2019,52.50,53.60,52.25,52.95,52.967358472181623307,10263,146,543604.00,3007,29.30,1.35,0.45
18-March-2019,49.50,51.10,48.45,51.05,49.959553308517139841,17999,197,899222.00,4699,26.11,2.65,1.55
15-March-2019,44.95,49.00,44.95,48.70,48.557749469214437367,14130,234,686121.00,4051,28.67,4.05,3.75
14-March-2019,48.00,49.65,45.20,47.25,47.673485342019543973,7675,250,365894.00,3445,44.89,4.45,-0.75
13-March-2019,48.00,49.50,47.50,47.50,47.969184977676617350,11423,283,547952.00,2756,24.13,2.00,-0.50
12-March-2019,47.50,48.70,47.45,47.60,47.735083310062366191,10743,278,512818.00,2510,23.36,1.25,0.10
11-March-2019,47.00,47.10,46.50,47.10,46.940654044750430292,14525,210,681813.00,4994,34.38,0.60,0.10
8-March-2019,46.50,46.75,46.25,46.60,46.519230769230769230,13000,106,604750.00,2500,19.23,0.50,0.10
7-March-2019,48.35,48.35,44.00,46.90,46.948238228874337386,6414,11,301126.00,3909,60.94,4.35,-1.45
6-March-2019,45.50,46.25,45.45,46.05,45.945403981264637002,13664,50,627798.00,5570,40.76,0.80,0.55
5-March-2019,44.10,44.20,44.10,44.10,44.125000000000000000,8000,13,353000.00,0,0.00,0.10,0.00
1-March-2019,41.70,44.25,41.70,44.05,43.614743029629041226,12589,70,549066.00,6589,52.34,2.55,2.35
28-February-2019,43.45,43.80,43.25,43.60,43.376927029804727646,7784,29,337646.00,30,0.39,0.55,0.15
27-February-2019,42.90,44.00,42.85,43.90,43.167307692307692307,9880,26,426493.00,2880,29.15,1.15,1.00
26-February-2019,42.50,43.25,42.10,42.75,42.620138017565872020,12752,43,543492.00,3750,29.41,1.15,0.25
25-February-2019,41.15,42.50,41.10,42.10,41.507348309888725593,9526,29,395399.00,2525,26.51,1.40,0.95
22-February-2019,41.25,42.50,41.15,41.15,41.296234718826405867,10225,34,422254.00,3224,31.53,1.35,-0.10
21-February-2019,40.30,42.30,40.15,41.20,40.645494994438264738,8990,30,365403.00,1990,22.14,2.15,0.90
20-February-2019,38.50,40.30,38.40,40.30,38.657794676806083650,7101,21,274509.00,800,11.27,1.90,1.80
19-February-2019,38.85,40.00,38.50,38.50,38.775917732870979313,8363,86,324283.00,1363,16.30,1.50,-0.35
18-February-2019,38.80,38.85,38.10,38.85,38.696929824561403508,11400,31,441145.00,4400,38.60,0.75,0.05
15-February-2019,38.55,40.05,38.55,38.85,38.833183755889611846,17828,36,692318.00,9078,50.92,1.50,0.30
14-February-2019,38.70,38.75,38.05,38.50,38.590896751425210388,11051,50,426468.00,4500,40.72,0.70,-0.20
13-February-2019,40.00,41.25,39.75,39.80,40.195238095238095238,10500,122,422050.00,2500,23.81,1.50,-0.20
12-February-2019,40.60,41.95,40.00,40.25,40.480397825835549901,8647,59,350034.00,2647,30.61,1.95,-0.35
11-February-2019,40.50,40.60,40.40,40.45,40.518710734771920240,3661,42,148339.00,661,18.06,0.20,-0.05
8-February-2019,40.00,41.35,39.90,40.05,40.346020280594527017,7199,35,290451.00,200,2.78,1.45,0.05
7-February-2019,40.60,42.05,40.10,40.15,40.446964458581109113,14462,32,584944.00,9461,65.42,1.95,-0.45
6-February-2019,41.75,42.10,39.00,40.60,40.835543996532293021,11535,81,471038.00,1335,11.57,3.10,-1.15
5-February-2019,40.50,42.15,38.80,40.15,40.241175113435361070,13003,86,523256.00,3000,23.07,3.35,-0.35
4-February-2019,41.45,41.45,39.80,40.60,40.818495596286598428,8402,62,342957.00,1100,13.09,1.65,-0.85
31-January-2019,40.00,40.55,38.80,40.55,40.297726564933042665,12844,67,517584.00,2815,21.92,1.75,0.55
30-January-2019,40.50,42.40,38.70,40.50,40.383479687349223197,10363,37,418494.00,4363,42.10,3.70,0.00
28-January-2019,39.45,42.65,39.35,40.55,40.164275335997094079,11012,29,442289.00,1009,9.16,3.30,1.10
25-January-2019,40.50,40.65,40.40,40.65,40.473684210526315789,19,6,769.00,19,100.00,0.25,0.15
24-January-2019,39.95,40.75,39.95,40.50,40.049401656949984657,3259,15,130521.00,259,7.95,0.80,0.55
23-January-2019,38.50,39.90,38.50,38.95,39.320335491465567981,6796,34,267221.00,640,9.42,1.40,0.45
22-January-2019,36.30,38.05,36.30,38.05,37.381185214159984353,5113,16,191130.00,112,2.19,1.75,1.75
21-January-2019,35.10,36.65,35.00,36.30,35.409406089840217063,3317,35,117453.00,317,9.56,1.65,1.20
18-January-2019,33.70,35.10,33.70,34.95,33.945953514421730607,3571,14,121221.00,571,15.99,1.40,1.25
17-January-2019,31.00,34.10,31.00,33.50,31.604897218863361547,3308,19,104549.00,248,7.50,3.10,2.50
16-January-2019,32.20,33.50,32.15,32.55,32.255482768442039305,3511,12,113249.00,511,14.55,1.35,0.35
15-January-2019,31.00,32.00,30.95,31.95,31.137569060773480662,3620,12,112718.00,620,17.13,1.05,0.95
14-January-2019,30.50,30.90,30.00,30.90,30.639765922700054436,7348,13,225141.00,2348,31.95,0.90,0.40
11-January-2019,30.50,31.85,30.50,30.60,30.697237254343491882,7022,48,215556.00,1514,21.56,1.35,0.10
10-January-2019,29.00,30.65,29.00,30.40,29.966161879895561357,9575,18,286926.00,4575,47.78,1.65,1.40
9-January-2019,29.00,31.00,28.75,29.70,29.432199211045364891,8112,38,238754.00,2961,36.50,2.25,0.70
8-January-2019,28.55,29.70,28.55,29.65,29.000181323662737987,5515,22,159936.00,510,9.25,1.15,1.10
7-January-2019,27.70,28.70,27.60,28.45,27.883555555555555555,4500,64,125476.00,500,11.11,1.10,0.75
4-January-2019,27.00,27.85,26.00,27.70,26.816897582178755772,7362,44,197426.00,2360,32.06,1.85,0.70
3-January-2019,26.55,27.35,26.55,26.70,26.679096223732027176,6329,16,168852.00,327,5.17,0.80,0.15
