Company1,Company2,Value
19,24,-0.013432726837932672
19,25,-0.13600983087635163
19,26,-0.301652971398076
19,27,0.2611983232861275
19,28,-0.03498949784090214
19,29,0.3366635617334381
19,30,0.07919555002155797
20,1,-0.10252151655035018
20,2,-0.13528864409375035
20,3,-0.06465406722225446
20,4,0
20,5,0.056835841940547804
20,6,0.26107291820065637
20,7,0.8555450858658847
20,8,-0.08582490169053504
20,9,-0.06146231785267073
20,10,0.075312156480102
20,11,-0.04543196264649061
20,12,0.1688433615872036
20,13,0.20951825888794598
20,14,0.24510639866807313
20,15,0.22810282118903968
20,16,-0.05396443357167615
20,17,0.08892220825306517
20,18,0.006391997275137508
20,19,0.6033890993703517
20,20,1.0
20,21,0.4504388959198309
20,22,0.22451920080751128
20,23,0.0009680653091574507
20,24,0.0183817292863788
20,25,-0.08108681631300155
20,26,-0.1739507677631435
20,27,0.15345223950129136
20,28,-0.020397989286093467
20,29,0.22498771133514178
20,30,0.052879173374849174
21,1,-0.2384168549401208
21,2,-0.2583256112955267
21,3,-0.1474895958247501
21,4,0
21,5,0.1156823441865736
21,6,0.5627286129825595
21,7,0.523615820368383
21,8,-0.1794644391945133
21,9,-0.18796747966423624
21,10,0.1688296430606286
21,11,-0.09110616961198954
21,12,0.3420377452404821
21,13,0.5045763735062816
21,14,0.6419406291669857
21,15,0.4869247660579822
21,16,-0.13016963887714583
21,17,0.20735783704233116
21,18,-0.03559093507148303
21,19,0.7678519959838473
21,20,0.4504388959198309
21,21,1.0
21,22,0.38555033343151524
21,23,-0.18812663414552508
21,24,-0.09785404312376142
21,25,-0.16641820351904998
21,26,-0.4229791705624189
21,27,0.340837022205887
21,28,-0.04013890412734307
21,29,0.3826159306076587
21,30,0.10066321768425378
22,1,-0.2782911634396087
22,2,0.24457547619304917
22,3,0.35328325795819576
22,4,0
22,5,-0.2653056602724889
22,6,0.5049252666975039
22,7,0.27294451695016536
22,8,-0.7876685147933453
22,9,-0.5532642758626994
22,10,0.5257416018110127
22,11,-0.6039467115107557
22,12,0.002401551993349
22,13,0.596533183229667
22,14,0.38292672948533213
22,15,0.6060695725712657
22,16,-0.10599505350326009
22,17,-0.259081730219149
22,18,-0.5978809757262853
22,19,0.3512053985624113
22,20,0.2245192008075113
22,21,0.3855503334315153
22,22,1.0
22,23,0.3259356119107877
22,24,0.26425501037936144
22,25,-0.5254334229250849
22,26,-0.18002201285855393
22,27,0.28248010948657126
22,28,-0.31538910794904024
22,29,0.5061779810613429
22,30,-0.3795445674743009
23,1,-0.29483063889637456
23,2,0.9217667110319521
23,3,0.4243051903733763
23,4,0
23,5,-0.8002180225783557
23,6,-0.4236438068308782
23,7,0.007087678395113514
23,8,-0.44582059976427724
23,9,-0.17392383146732565
23,10,-0.42244521003878904
23,11,-0.5322243843703084
23,12,-0.8164589975033792
23,13,-0.4643796653846869
23,14,-0.34561837131055384
23,15,-0.4521461503261196
23,16,0.46023904718015163
23,17,-0.8113819821680514
23,18,-0.17305767032005054
23,19,-0.06918072009671435
23,20,0.0009680653091574508
23,21,-0.18812663414552508
23,22,0.3259356119107876
23,23,1.0
23,24,0.8408481297862525
23,25,-0.13047015445777813
23,26,0.6335156949492113
23,27,-0.6792028345417976
23,28,-0.5624896556914715
23,29,-0.4374362720924988
23,30,-0.6698184431966296
24,1,-0.2540337163763779
24,2,0.8606525806205952
24,3,0.1873350232178694
24,4,0
24,5,-0.7982181674772504
24,6,-0.26040850182877984
24,7,0.028921544489888745
24,8,-0.24564287130390924
24,9,-0.08766312110883645
24,10,-0.3185595935033732
24,11,-0.3801540194708944
24,12,-0.7939970173120253
24,13,-0.3380692748181725
24,14,-0.2356251287988957
24,15,-0.305490365067063
24,16,0.6073381935473823
24,17,-0.7757185125000435
24,18,3.237725915189224e-05
24,19,-0.013432726837932668
24,20,0.018381729286378802
24,21,-0.09785404312376142
24,22,0.26425501037936144
24,23,0.8408481297862525
24,24,0.9999999999999998
24,25,0.10577291759501034
24,26,0.540268398531101
24,27,-0.6476210605357967
24,28,-0.6422215822570879
24,29,-0.43244619800795914
24,30,-0.6168751310547405
25,1,0.45689550592434924
25,2,-0.030038490799212225
25,3,-0.27596449774904824
25,4,0
25,5,-0.07235089526893593
25,6,-0.23341071353685547
25,7,-0.09530050898549017
25,8,0.6796259013557039
25,9,0.6208086443708087
25,10,-0.21086483456707675
25,11,0.5470546337920965
25,12,-0.17386156446436613
25,13,-0.2492005126198668
25,14,-0.18860774047142662
25,15,-0.2427709622810543
25,16,0.35927542569010307
25,17,0.05929557593502196
25,18,0.5276861754052835
25,19,-0.13600983087635163
25,20,-0.08108681631300155
25,21,-0.16641820351904998
25,22,-0.5254334229250849
25,23,-0.13047015445777813
25,24,0.10577291759501034
25,25,1.0
25,26,0.01261072038723993
25,27,-0.10399815472478625
25,28,-0.06225694085935864
25,29,-0.2562642372749577
25,30,0.09371071347414281
26,1,-0.28025946012218445
26,2,0.657483804883767
26,3,0.12364821396253452
26,4,0
26,5,-0.5380916117691305
26,6,-0.6381046496852671
26,7,-0.19694780705185702
26,8,-0.07230528188677647
26,9,-0.05386208424152225
26,10,-0.6102789942764849
26,11,-0.1932752161271891
26,12,-0.7121863919744088
26,13,-0.7114570566831252
26,14,-0.5384651164225238
26,15,-0.6972931164359111
26,16,0.3851149111854206
26,17,-0.5983509054716829
26,18,0.07651910864551292
26,19,-0.301652971398076
26,20,-0.1739507677631435
26,21,-0.4229791705624189
26,22,-0.18002201285855393
26,23,0.6335156949492112
26,24,0.5402683985311009
26,25,0.01261072038723993
26,26,1.0
26,27,-0.7928094173666802
26,28,-0.30948608083263063
26,29,-0.6842503251508116
26,30,-0.35283786871039835
27,1,0.3383675700444163
27,2,-0.7435406379542477
27,3,-0.015747835329508904
27,4,0
27,5,0.6429429736733421
27,6,0.6272724351715009
27,7,0.18606985119223587
27,8,0.011944803309384262
27,9,0.003077199739263781
27,10,0.8113098619331031
27,11,0.1701437473063925
27,12,0.8238593530567332
27,13,0.8255117308325575
27,14,0.4480415574482355
27,15,0.8076551830389573
27,16,-0.5639685582857454
27,17,0.6626313558434289
27,18,-0.13209109722143006
27,19,0.2611983232861275
27,20,0.15345223950129136
27,21,0.340837022205887
27,22,0.28248010948657126
27,23,-0.6792028345417976
27,24,-0.6476210605357967
27,25,-0.10399815472478624
27,26,-0.7928094173666803
27,27,1.0
27,28,0.37577708589946873
27,29,0.8761203198086356
27,30,0.3854327130906301
28,1,0.03223461747526767
28,2,-0.5561783555840666
28,3,0.11291094250074014
28,4,0
28,5,0.6756716892899065
28,6,0.007600586536786627
28,7,-0.023459242115622524
28,8,0.3116952872468174
28,9,0.018437861632115235
28,10,0.08712564969548466
28,11,0.12344888564790232
28,12,0.6302635620187891
28,13,0.05328437294168961
28,14,-0.01759619703436281
28,15,0.04568000329167234
28,16,-0.6209504426278482
28,17,0.493113684270279
28,18,0.11950099329003579
28,19,-0.03498949784090214
28,20,-0.020397989286093467
28,21,-0.04013890412734308
28,22,-0.31538910794904024
28,23,-0.5624896556914714
28,24,-0.6422215822570879
28,25,-0.06225694085935864
28,26,-0.30948608083263063
28,27,0.3757770858994687
28,28,0.9999999999999999
28,29,0.1458216681391179
28,30,0.33670271045908695
29,1,0.17346830473110902
29,2,-0.5290098685964499
29,3,0.007207325802538434
29,4,0
29,5,0.39965952000956023
29,6,0.6571406113890544
29,7,0.25611147819542357
29,8,-0.27154745488196474
29,9,-0.23963271471184674
29,10,0.8220072498014231
29,11,-0.09056874374884265
29,12,0.641370567289821
29,13,0.8483396081879654
29,14,0.4712633786303758
29,15,0.8227900721221126
29,16,-0.5437230302672256
29,17,0.4187065433521495
29,18,-0.2695977429994828
29,19,0.3366635617334381
29,20,0.22498771133514178
29,21,0.38261593060765864
29,22,0.5061779810613429
29,23,-0.4374362720924988
29,24,-0.4324461980079591
29,25,-0.2562642372749577
29,26,-0.6842503251508117
29,27,0.8761203198086355
29,28,0.1458216681391179
29,29,1.0
29,30,0.16053688992541487
30,1,0.35770544324088277
30,2,-0.7125922355077
30,3,-0.32013006040826547
30,4,0
30,5,0.5952694285182073
30,6,0.12872773436169077
30,7,0.05974259929340382
30,8,0.49118005059282316
30,9,0.23195122688731734
30,10,0.09294428761792536
30,11,0.44106416040512947
30,12,0.5219066791081127
30,13,0.13580789869285317
30,14,0.13848927157889587
30,15,0.12860728393629842
30,16,-0.20169354064974535
30,17,0.7823528148120402
30,18,0.19629632529340924
30,19,0.07919555002155797
30,20,0.052879173374849174
30,21,0.10066321768425378
30,22,-0.37954456747430093
30,23,-0.6698184431966296
30,24,-0.6168751310547405
30,25,0.09371071347414281
30,26,-0.35283786871039835
30,27,0.38543271309063015
30,28,0.3367027104590869
30,29,0.16053688992541487
30,30,0.9999999999999998
